cluster_id,is_noise,count,share,mean__high_risk_shortage,mean__low_risk_shortage,mean__overstocking,mean__normal_inventory,mean__understocking,mean__unequal_supply_regions,mean__equal_supply_regions,mean__award_decision_lag_days,mean__log1p_Quantity,mean__log1p_Approved_Budget_of_the_Contract,mean__log1p_Item_Budget,mean__log1p_Contract_Amount,z__high_risk_shortage,z__low_risk_shortage,z__overstocking,z__normal_inventory,z__understocking,z__unequal_supply_regions,z__equal_supply_regions,z__award_decision_lag_days,z__log1p_Quantity,z__log1p_Approved_Budget_of_the_Contract,z__log1p_Item_Budget,z__log1p_Contract_Amount
39,False,242,0.0004963033603018837,0.08735389775206612,0.9126460987190083,0.0,0.1331908760330579,1.0,0.65521884892562,0.344781140020661,0.021274912322314047,0.0,0.18479396111570248,0.0,0.5670455970247934,-0.904976540766573,0.9049765199530916,-2.1450444047171686,-2.2981627823969952,2.1450444064167824,-0.19081384580974362,0.19081385609595913,-0.41180667129642795,-0.7907409497238505,-1.0680323513765388,-3.5102725253424802,-0.04486223944998479
40,False,40,8.203361327303863e-05,0.070752981425,0.9292470205000001,0.46488797625,0.72769819775,0.53511202925,0.6577851585000001,0.34221482225,0.015649280825,0.30053560145,0.3640761805,0.60549999825,0.55193107925,-0.9907757592157063,0.9907757663196046,0.028472812872507587,0.15734268124197368,-0.02847278701269866,-0.18095038888639262,0.18095036743602688,-0.4451882776824896,0.3152719997601958,-0.3003310218339476,-0.2873359923865646,-0.12892383980619854
41,False,57,0.00011689789891408004,0.08501108154385965,0.9149889168421053,0.10892933794736842,0.3549539949122806,0.8910706550877193,0.6675494428070176,0.3324505449122807,0.021780173982456137,0.0,0.0,0.5484304591228071,0.3657449078947368,-0.9170850169298042,0.9170850059749758,-1.6357608705654294,-1.382210143716429,1.6357608393374072,-0.1434219478085528,0.14342195225140983,-0.4088085286223328,-0.7907409497238505,-1.8593354160483953,-0.5911039578755507,-1.164425452330092
42,False,32,6.56268906184309e-05,0.463876059375,0.5361239465625,0.482805401875,0.960719036875,0.5171945965625,0.0,1.0,0.999998434375,0.0,0.39647665062500004,0.8066114696875,0.58826303,1.041018882591801,-1.041018848347228,0.11224317278794092,1.1197933066786847,-0.11224318000774407,-2.7091081920039723,2.7091083046884674,5.395783710253015,-0.7907409497238505,-0.16158952210134156,0.7831338843529253,0.07314161604324441
43,False,142,0.0002912193271192871,0.1072471630633803,0.8927528374647887,0.6427651399295773,0.5906143476056339,0.3572348697887324,0.6734954988732395,0.32650448503521134,0.02353139603521127,0.37897983614084507,0.32045962485915497,0.7145967777464788,0.6022726550704225,-0.8021613357209816,0.8021613361999509,0.8601120412995908,-0.40885748267530775,-0.8601119963123783,-0.12056863795906719,0.12056862721144591,-0.3984170542985037,0.603957729377073,-0.48710072978680385,0.2933609478004825,0.15105819408811297
44,False,328,0.0006726756288389168,0.24099358218902442,0.7590064125304878,0.5929357700609756,0.7562324597865854,0.4070642272256098,0.7549693315853658,0.24503065317073167,0.03920095330792683,0.0,0.9996016964024389,0.9997745104268293,0.9999799086585366,-0.11091405724147381,0.11091402987761272,0.6271419519789598,0.27519831358202645,-0.6271419649479,0.192571151316155,-0.19257116625595877,-0.3054363829958453,-0.7907409497238505,2.4210419352395407,1.8112961017186069,2.362965229960998
45,False,234,0.00047989663764727596,0.13895901523076923,0.8610409811538461,0.0,0.13430080000000003,1.0,0.7055795986324788,0.2944203906837607,0.02553873522222222,0.0,0.34147865004273503,0.0,0.6944258186324787,-0.6382636280323795,0.6382636076125282,-2.1450444047171686,-2.293578441270331,2.1450444064167824,0.002744675079636353,-0.0027446679765531024,-0.3865058214607131,-0.7907409497238505,-0.39709552104641643,-3.5102725253424802,0.6635814860871015
46,False,20,4.101680663651931e-05,0.1032684285,0.89673157,0.4104120399999999,0.7383304184999999,0.589587954,0.6755506219999999,0.3244493635,0.02323926025,0.07517912200000001,0.3264516075,0.7012672994999999,0.5838003605,-0.8227247979557745,0.8227247878876716,-0.2262216327416744,0.20125715493902052,0.22622160501700847,-0.11266989548647169,0.11266989066795127,-0.40015054178303977,-0.5140712904167003,-0.4614425632615864,0.22241121612421488,0.04832182717399636
47,False,22,4.511848730017125e-05,0.4631136204545454,0.5368863718181819,0.20249863227272727,0.5286905022727273,0.797501375909091,0.0,1.0,0.9997083499999999,0.0,0.10945459463636363,0.6449138663636366,0.5882630300000001,1.0370783372507255,-1.0370783736427929,-1.198291022679934,-0.6646227777188616,1.1982910619554512,-2.7091081920039723,2.7091083046884674,5.394062395511795,-0.7907409497238505,-1.3906417658054566,-0.0775450826992324,0.07314161604324503
48,False,28,5.7423529291127036e-05,0.1095622202857143,0.8904377857142858,0.21615718214285715,0.5540512785714286,0.7838427975000002,0.4728789585714286,0.5271210403571428,0.023458479857142858,0.1699498385714286,0.29963330642857144,0.0,0.6572942921428572,-0.7901963274992707,0.7901963562962409,-1.1344324270038222,-0.559874656898852,1.1344323328038461,-0.8916262777438595,0.8916263430697815,-0.39884972735158547,-0.16530182931403364,-0.5762807522315544,-3.5102725253424802,0.4570690728632942
49,False,88,0.000180473949200685,0.19713890077272725,0.8028610968181819,0.30863403659090904,0.6711140054545454,0.6913659697727274,0.5731240593181817,0.42687591880681813,0.015116957352272727,0.09729840975000002,0.3443124818181818,0.6012053734090909,0.536401077159091,-0.3375700632547882,0.33757005001703816,-0.7020701254602678,-0.07636813822416677,0.7020701558802916,-0.5063402456674582,0.5063402218695703,-0.44834700086674495,-0.4326692250146952,-0.3849608184017153,-0.3101952877376956,-0.2152962169305485
50,False,113,0.00023174495749633413,0.13165269094690266,0.8683473123893803,0.0,0.13430080000000005,1.0,0.7293251920353981,0.2706747968584071,0.025272853168141592,0.0,0.2247526634513274,0.0,0.5999428094690266,-0.6760252130522145,0.6760252284419651,-2.1450444047171686,-2.293578441270331,2.1450444064167824,0.09400943907666097,-0.09400943576850289,-0.38808352346246605,-0.7907409497238505,-0.8969258745870023,-3.5102725253424802,0.13810041715110424
51,False,119,0.00024404999948728992,0.06407898905042017,0.9359210145378151,0.5014915691596639,0.7611018065546219,0.4985084353781513,0.6449329097478995,0.35506707105041996,0.01371564730672269,0.3767084151260504,0.3501652656302521,0.6099669797478992,0.5543069731932773,-1.0252692364667675,1.0252692520581368,0.19960767434290638,0.2953102737825087,-0.19960765310403242,-0.23034723609456992,0.2303472160051415,-0.45666215275462096,0.5955985830929977,-0.3598987128037229,-0.2635592823894935,-0.1157099582835209
52,False,237,0.0004860491586427539,0.07082312692827003,0.9291768768776372,0.47521794056962025,0.7275927499156117,0.5247820605063291,0.6683007713924052,0.3316992115611814,0.016546941765822786,0.2690608883628692,0.29730859067510546,0.6332651529957806,0.5574862362447257,-0.9904132232424072,0.9904132400686199,0.07676908305547217,0.1569071479457285,-0.07676907791421533,-0.14053426145487383,0.14053424751230092,-0.439861699820254,0.19944066367985708,-0.5862353778540703,-0.1395484914254108,-0.09802802201269681
