value,count,share_within_cluster
Public Bidding,1640,0.7717647058823529
Negotiated Procurement - Small Value Procurement (Sec. 53.9),276,0.12988235294117648
Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),188,0.08847058823529412
Negotiated Procurement - Two Failed Biddings (Sec. 53.1),18,0.008470588235294117
Shopping,3,0.001411764705882353
