value,count,share_within_cluster
Metro Manila,13297,0.34397392451561165
Bataan,3740,0.09674832501228756
Batangas,2099,0.054298057272938925
Negros Occidental,1001,0.02589440463564167
Zamboanga Del Sur,967,0.025014874408257236
Bukidnon,874,0.02260910055099982
Northern Samar,873,0.022583232014900277
Siquijor,869,0.022479757870502107
Quezon,828,0.021419147890420882
Southern Leyte,745,0.019272059394158884
