value,count,share_within_cluster
Drugs and Medicines,2379,0.06154124738081072
Medical Supplies,1931,0.049952143208215845
Medical Supplies and Laboratory Instrument,1260,0.03259435548542308
Drugs,713,0.018444266238973536
Laboratory Supplies,574,0.01484853972113718
Laboratory Supplies and Equipment,563,0.014563985824042218
Reagent,549,0.014201826318648627
Medicines,511,0.013218821946866027
MEDICAL SUPPLIES,458,0.011847789533590294
Drugs & Medicines,408,0.010554362728613188
