value,count,share_within_cluster
NCR,33,0.8461538461538461
Region XI,2,0.05128205128205128
Region III,1,0.02564102564102564
Region VIII,1,0.02564102564102564
Region VI,1,0.02564102564102564
Region IV-A,1,0.02564102564102564
