value,count,share_within_cluster
Metro Manila,95224,0.4558375099928674
Cebu,9644,0.04616585048276919
Davao Del Sur,7463,0.03572539839826902
Pampanga,6798,0.03254204184797438
Iloilo,5537,0.02650563190824274
Leyte,4615,0.022092015758811676
Misamis Oriental,4518,0.021627676532678473
Batangas,4408,0.021101106276238756
Laguna,4384,0.020986218220288275
Pangasinan,4039,0.019334702416000077
