value,count,share_within_cluster
Metro Manila,24,0.36363636363636365
Davao Del Sur,9,0.13636363636363635
Cebu,4,0.06060606060606061
Leyte,3,0.045454545454545456
Cavite,3,0.045454545454545456
Negros Oriental,3,0.045454545454545456
Ilocos Norte,2,0.030303030303030304
Rizal,2,0.030303030303030304
Camarines Sur,2,0.030303030303030304
Pampanga,2,0.030303030303030304
