value,count,share_within_cluster
Piece,281,0.21175584024114544
Unit,194,0.1461944235116805
Vial,187,0.14091936699321778
Box,159,0.11981914091936699
Set,104,0.07837226827430294
Lot,100,0.07535795026375283
Pack,77,0.058025621703089676
Bottle,66,0.04973624717407687
Lump Sum,39,0.0293896006028636
Gallon,21,0.015825169555388093
