value,count,share_within_cluster
2024,77428,0.2780479046216828
2023,76148,0.2734513592128416
2022,55795,0.20036269616116636
2025,28344,0.10178475239702661
2021,20607,0.07400079003124214
2020,20148,0.07235249757604051
