value,count,share_within_cluster
Metro Manila,295,0.22230595327807084
Iloilo,87,0.06556141672946496
Bataan,64,0.04822908816880181
Basilan,62,0.04672192916352675
Benguet,56,0.04220045214770158
Zamboanga Del Sur,53,0.039939713639788994
Negros Occidental,47,0.03541823662396383
Cebu,43,0.03240391861341371
Laguna,43,0.03240391861341371
Ilocos Norte,41,0.03089675960813866
