k,silhouette,davies_bouldin,calinski_harabasz,inertia,composite
2,0.26551536815401416,1.474785211270069,13905.331120003859,118605.69359078663,-3.3335032435657377
3,0.34276867063646677,1.1402269695773448,16043.689279924292,88689.01988754788,-0.9801200203227344
4,0.3504500988689766,0.899202050226906,21173.801144745943,61757.11760050748,0.544247073658285
5,0.37498495717640296,0.8280706042970684,23719.288272959115,47398.641326825666,1.491461553799407
6,0.3651195173504486,0.9071568528040985,22683.836718676863,41669.34929212366,0.9803142933793798
7,0.37747656256590184,0.8663600741565265,22852.910044632747,36093.21696454726,1.2976003430514043
