value,count,share_within_cluster
NCR,34518,0.7126370336726057
Region III,2546,0.052563123232239814
Region IV-A,1958,0.04042364308276731
Region VII,1810,0.037368127670995316
Region XI,1597,0.032970662922972106
Region VI,1482,0.030596444866527656
Region X,1298,0.026797695976216528
Region I,603,0.012449160765530484
Region VIII,585,0.012077544026260916
Region V,580,0.011974317154241592
