value,count,share_within_cluster
2024,14503,0.2994198649792514
2023,13687,0.28257323946569773
2022,8530,0.17610504366496688
2021,5691,0.11749282573239465
2025,3908,0.0806821231703037
2020,2118,0.04372690298738568
