value,count,share_within_cluster
Awarded,76974,0.861855069867431
Closed,11427,0.12794473307058402
Failed,409,0.004579451809387317
Cancelled,328,0.0036725188104622
Active,161,0.0018026692941597994
Shortlisted,13,0.00014555714797563597
