value,count,share_within_cluster
Awarded,169644,0.8120862234859908
Closed,36334,0.1739309427043691
Cancelled,1289,0.006170446005007204
Failed,1145,0.005481117669304305
Active,477,0.0022834001120158546
Shortlisted,10,4.787002331270135e-05
