value,count,share_within_cluster
NCR,89266,0.547338602375361
Region IV-A,11553,0.0708377531562134
Region VII,8023,0.04919339509844197
Region III,7828,0.04799774359100134
Region VI,6180,0.03789295546658001
Region XI,6087,0.03732272167072371
Region I,4974,0.030498310759024105
Region V,4674,0.028658846901423132
Region X,3703,0.02270511554898799
Region IV-B,3648,0.02236788050842781
