value,count,share_within_cluster
2024,26614,0.30000450897285597
2023,23931,0.2697605735413473
2022,14654,0.1651862205789521
2025,11813,0.13316124086932996
2021,7150,0.0805978898007034
2020,4550,0.05128956623681125
