value,count,share_within_cluster
Metro Manila,21160,0.23852466408152223
Bataan,10818,0.12194517089007124
Iloilo,5168,0.05825592929930562
Albay,4967,0.05599017043917395
Camarines Sur,3272,0.03688339796194427
Benguet,2729,0.030762467309946796
Cebu,2573,0.029003967896113265
Surigao Del Norte,2475,0.02789926954639733
Negros Occidental,2391,0.026952385246640814
Zamboanga Del Sur,1851,0.020865271891063217
