value,count,share_within_cluster
NCR,199,0.23302107728337237
Region VII,97,0.11358313817330211
CAR,83,0.09718969555035128
Region IV-A,74,0.08665105386416862
Region V,57,0.06674473067915691
Region III,56,0.06557377049180328
Region VI,49,0.05737704918032787
Region I,49,0.05737704918032787
Region IX,44,0.05152224824355972
BARMM,30,0.0351288056206089
