value,count,share_within_cluster
NCR,15079,0.31131160063587754
Region V,6807,0.1405330635671078
Region III,4523,0.09337902842868055
Region VI,3902,0.0805582509238805
Region XI,3339,0.06893490513450462
Caraga,2627,0.05423539855895287
Region II,2275,0.046968226768792455
Region VII,1917,0.03957718273220885
CAR,1912,0.03947395586018952
Region IV-A,1747,0.03606746908355183
