value,count,share_within_cluster
Metro Manila,22,0.3333333333333333
Bataan,15,0.22727272727272727
Albay,11,0.16666666666666666
Northern Samar,11,0.16666666666666666
Zamboanga Del Sur,2,0.030303030303030304
La Union,1,0.015151515151515152
Quezon,1,0.015151515151515152
Iloilo,1,0.015151515151515152
Lanao Del Sur,1,0.015151515151515152
Bulacan,1,0.015151515151515152
