row_index,cluster_id,PC1,PC2,PC3,log1p_Approved_Budget_of_the_Contract,log1p_Item_Budget,log1p_Contract_Amount,log1p_Quantity,award_decision_lag_days,high_risk_shortage,low_risk_shortage,overstocking,understocking,normal_inventory,unequal_supply_regions,equal_supply_regions
264920,4,0.8053290904724617,1.993050882505304,0.149095298363675,0.9546279,0.68195695,0.55239964,0.43662617,0.06135646,0.34525916,0.65474087,0.61430335,0.38569665,0.7165578,1.0,0.0
264921,4,1.4859999670488373,1.942737846909257,0.3004814216230178,0.9546279,0.75929826,0.6713643,0.48793858,0.06135646,0.34525916,0.65474087,0.77918303,0.22081698,0.4104145,1.0,0.0
264922,4,1.5863645435025728,3.2349075858463463,0.459269132304958,0.9546279,0.8057382,0.6742602,0.9639861,0.06135646,0.34525916,0.65474087,0.95213157,0.04786841,0.08928908,1.0,0.0
264923,4,1.1117007677533075,2.2572373035937003,0.2246258004869338,0.9546279,0.7392693,0.58728826,0.5577273,0.06135646,0.34525916,0.65474087,0.77093273,0.22906727,0.42573336,1.0,0.0
264924,4,0.2765829968427096,2.2310522615456025,0.0398862894115908,0.9546279,0.6353628,0.4492626,0.46550733,0.06135646,0.34525916,0.65474087,0.5455231,0.45447692,0.84426683,1.0,0.0
264925,4,2.045369933923884,2.2246672290242344,0.3953296775822659,0.9546279,0.8728361,0.7223849,0.6315729,0.06135646,0.34525916,0.65474087,0.961433,0.038567003,0.07201853,1.0,0.0
264926,4,1.9325993647013249,2.548510511850356,0.4104314241056111,0.9546279,0.8639461,0.70390606,0.7384808,0.06135646,0.34525916,0.65474087,0.98097795,0.019022025,0.035728026,1.0,0.0
264927,4,0.0002914735991132,2.5602407208015805,-0.0265336843664045,0.9546279,0.6365902,0.37211573,0.547111,0.06135646,0.34525916,0.65474087,0.5746447,0.42535532,0.79019475,1.0,0.0
264928,4,0.2550573939638596,2.480151877973623,0.0805567370877992,0.9546279,0.6269401,0.4559237,0.5577273,0.06135646,0.34525916,0.65474087,0.5702702,0.42972985,0.79831725,1.0,0.0
264929,4,0.2160226343202222,2.235162234511061,0.0461742192622362,0.9546279,0.6156093,0.45211715,0.46550733,0.06135646,0.34525916,0.65474087,0.5262974,0.47370258,0.8799645,1.0,0.0
264930,4,0.3079473498313402,2.7062433546693683,0.1223007164773583,0.9546279,0.6353628,0.4665318,0.64600945,0.06135646,0.34525916,0.65474087,0.60778564,0.39221436,0.7286597,1.0,0.0
264931,4,0.1364570094196767,3.2961088831061067,0.1293821013613761,0.9546279,0.6414357,0.41961214,0.83749825,0.06135646,0.34525916,0.65474087,0.6537315,0.34626848,0.6433489,1.0,0.0
264932,4,0.4018535912858874,3.2715576931294232,0.2060145687317753,0.9546279,0.65968174,0.47835338,0.8600275,0.06135646,0.34525916,0.65474087,0.6892266,0.31077337,0.5774427,1.0,0.0
264934,4,0.5758661124695839,3.647857567201073,0.2289754239455047,0.9546279,0.7267259,0.4659636,1.0,0.06135646,0.34525916,0.65474087,0.8363801,0.16361986,0.3042127,1.0,0.0
264935,4,0.1364295682137506,3.3966043319593937,0.0822165125757085,0.9546279,0.68164116,0.37930658,0.8600275,0.06135646,0.34525916,0.65474087,0.7300454,0.26995465,0.50165176,1.0,0.0
