row_index,cluster_id,PC1,PC2,PC3,log1p_Approved_Budget_of_the_Contract,log1p_Item_Budget,log1p_Contract_Amount,log1p_Quantity,award_decision_lag_days,high_risk_shortage,low_risk_shortage,overstocking,understocking,normal_inventory,unequal_supply_regions,equal_supply_regions
1,5,0.011747467476265,0.229941358979505,-0.508912766159235,0.23248512,0.7142247,0.59956074,0.48793858,0.0,0.5723757,0.4276243,0.69891846,0.3010815,0.5594471,0.0,1.0
6,5,0.1478205820745878,0.1984531433415837,-0.4877750155373023,0.25442475,0.7265847,0.6151969,0.46550733,0.0,0.5723757,0.4276243,0.7169627,0.28303733,0.5259433,0.0,1.0
12,5,0.4460689987028309,0.3481056609403036,-0.4022897749559692,0.2972671,0.7507205,0.65888417,0.5045899,0.0,0.0,1.0,0.7699106,0.23008941,0.42763126,0.0,1.0
17,5,0.1272459208297369,0.1750439746630757,-0.516494566148864,0.26686996,0.73359585,0.5951618,0.43662617,0.0,0.5723757,0.4276243,0.7184206,0.28157935,0.52323616,0.0,1.0
20,5,0.3565914798857434,0.3874481841332436,-0.4150330762733584,0.2839998,0.7432462,0.64765215,0.52463514,0.0,0.5723757,0.4276243,0.76735675,0.23264322,0.43237308,0.0,1.0
24,5,0.6721990264605443,0.9706722091123254,-0.2737634344759282,0.33775783,0.77353144,0.69187057,0.7116618,0.0,0.5723757,0.4276243,0.87016785,0.12983212,0.24147668,0.0,1.0
38,5,-0.5741619296400723,0.490938723037997,-0.5848398401118422,0.1404358,0.6623675,0.5317129,0.62761647,0.0,0.5723757,0.4276243,0.6433878,0.3566122,0.66255474,0.0,1.0
42,5,-0.5656799732998478,0.687951919704965,-0.5566739307923442,0.14349866,0.664093,0.5341989,0.6975561,0.0,0.5723757,0.4276243,0.66540784,0.33459213,0.6216686,0.0,1.0
56,5,0.3624133661056661,0.5939949358393853,-0.3856939960512968,0.28642756,0.7446139,0.65020806,0.5986016,0.0,0.5723757,0.4276243,0.7937407,0.20625933,0.3833843,0.0,1.0
57,5,0.3970207633721669,0.7695724650402694,-0.3600837618449942,0.2969143,0.7505217,0.6519328,0.6540852,0.0,0.5723757,0.4276243,0.8192372,0.18076281,0.33604318,0.0,1.0
75,5,0.5871947079172241,0.9216633997261418,-0.2971696348409256,0.32415548,0.76586837,0.6808301,0.7000974,0.0,0.5723757,0.4276243,0.85724515,0.14275484,0.26547116,0.0,1.0
