value,count,share_within_cluster
Metro Manila,70162,0.4236017194744977
Cebu,7258,0.043820034775888715
Pampanga,5668,0.034220440494590415
Davao Del Sur,5388,0.03252994590417311
Iloilo,4484,0.027072063369397218
Batangas,3954,0.023872198608964453
Pangasinan,3662,0.022109254250386397
Laguna,3648,0.022024729520865535
Misamis Oriental,3566,0.021529656105100464
Leyte,3457,0.020871570710973723
