value,count,share_within_cluster
NCR,8579,0.2277469537285301
Region III,3530,0.09371100905253657
Region VI,3328,0.08834850938437441
Region VII,2757,0.07319015636199527
Region IV-A,2585,0.06862406753563939
Region V,2467,0.06549151822453476
Region VIII,2156,0.05723539249780987
Region IX,2126,0.05643898165600361
Region I,1756,0.04661658127372641
CAR,1698,0.0450768536462343
