value,count,share_within_cluster
NCR,22756,0.6041041705381083
Region VII,2391,0.0634739440919589
Region III,1895,0.05030661817409541
Region IV-A,1878,0.04985531869707186
Region XI,1737,0.04611218774058244
Region VI,1192,0.03164405744776872
Region VIII,1074,0.0285115081366641
Region X,985,0.02614882263930553
Region I,686,0.01821126124930314
Region IX,569,0.015105258966258727
