value,count,share_within_cluster
2024,55393,0.26516642013604663
2023,49534,0.23711937347713488
2022,38353,0.1835959004112035
2025,36503,0.17473994609835375
2021,16466,0.07882278038669405
2020,12650,0.06055557949056721
