value,count,share_within_cluster
Drugs and Medicines,14487,0.05202355729522031
Medical Supplies,8447,0.03033360864725105
Medical Supplies and Laboratory Instrument,5032,0.018070169138506842
Laboratory Supplies and Equipment,2672,0.009595288540955938
Laboratory Supplies,2570,0.009229001328688907
MEDICAL SUPPLIES,2266,0.00813732179408913
Medicine,1717,0.006165834739828348
Reagent,1658,0.005953962724889576
Medical Equipment,1456,0.005228570402556828
Medicines,1244,0.00446726756921751
