value,count,share_within_cluster
Closed,138105,0.4959421122562574
Awarded,132327,0.47519301899666033
Failed,4025,0.014453980680145079
Cancelled,3503,0.01257945200560204
Active,489,0.0017560239882213524
Shortlisted,21,7.54120731138004e-05
