value,count,share_within_cluster
Metro Manila,24,0.7741935483870968
Bataan,3,0.0967741935483871
Palawan,1,0.03225806451612903
Maguindanao,1,0.03225806451612903
Pampanga,1,0.03225806451612903
Northern Samar,1,0.03225806451612903
