value,count,share_within_cluster
Metro Manila,24688,0.41565088558152063
Cebu,4470,0.07525759310391272
Davao Del Sur,3441,0.05793319415448852
Iloilo,2643,0.04449794598962893
Leyte,2505,0.04217455720923968
Pampanga,1692,0.02848676678564213
Misamis Oriental,1566,0.02636541181224325
Laguna,1299,0.02187015960670752
Benguet,1221,0.020556939861270117
Negros Oriental,1118,0.018822816351269447
