value,count,share_within_cluster
NCR,21160,0.23852466408152223
Region III,12132,0.13675714672197672
Region V,8462,0.09538732076832898
Region VI,7883,0.088860582559293
Region VII,5305,0.05980025250247994
Caraga,4252,0.04793038145910362
CAR,4212,0.047479484173505275
Region XI,4211,0.04746821174136532
Region VIII,4095,0.04616060961313013
Region IV-A,3670,0.04136982595364776
