value,count,share_within_cluster
Metro Manila,11858,0.19964307360765035
Iloilo,4840,0.08148696881944913
Bataan,3419,0.05756279884167284
Leyte,2964,0.04990235032662132
Negros Oriental,2790,0.04697286012526096
Cebu,2599,0.043757155363997574
Benguet,2207,0.0371573843356455
Davao Del Sur,2096,0.03528857162098458
Camarines Sur,1364,0.022964509394572025
Zamboanga Del Norte,1273,0.021432419691561722
