value,count,share_within_cluster
NCR,33433,0.20185109157650696
Region III,17367,0.1048529269706337
Region IV-A,14552,0.08785741885625965
Region VII,12313,0.07433949961360124
Region I,12171,0.07348217735703245
Region VI,11145,0.06728772217928902
Region V,9979,0.06024801970633694
Region IV-B,8074,0.04874661901081916
Region VIII,8011,0.04836625772797527
CAR,6076,0.03668373261205564
