value,count,share_within_cluster
NCR,422,0.49414519906323184
Region IV-A,117,0.13700234192037472
Region III,50,0.0585480093676815
Region VII,47,0.05503512880562061
Region VI,42,0.04918032786885246
Region XI,34,0.03981264637002342
Region I,29,0.03395784543325527
Region VIII,21,0.02459016393442623
Region V,19,0.02224824355971897
Region IX,15,0.01756440281030445
