value,count,share_within_cluster
Metro Manila,34516,0.7125957429237979
Pampanga,1787,0.036893284059706426
Cebu,1751,0.03615005058116729
Davao Del Sur,1468,0.030307409624873546
Iloilo,1282,0.02646736998575469
Misamis Oriental,1276,0.026343497739331503
Rizal,787,0.016247909655841608
Batangas,606,0.012511096888742078
Leyte,518,0.010694303941201974
Pangasinan,427,0.008815574870450276
