value,count,share_within_cluster
Piece,196,0.22950819672131148
Vial,187,0.2189695550351288
Box,76,0.08899297423887588
Lot,58,0.06791569086651054
Unit,52,0.06088992974238876
Lump Sum,46,0.053864168618266976
Bottle,42,0.04918032786885246
Pack,36,0.04215456674473068
Ampule,32,0.03747072599531616
Each,27,0.03161592505854801
