value,count,share_within_cluster
DR. JOSE RIZAL MEMORIAL HOSPITAL,37657,0.9996814356632775
PROVINCE OF SOUTH COTABATO,7,0.00018582919642146062
PROVINCE OF ILOCOS SUR,3,7.964108418062598e-05
DE CASTRO ELEMENTARY SCHOOL,1,2.654702806020866e-05
EAST AVENUE MEDICAL CENTER,1,2.654702806020866e-05
