value,count,share_within_cluster
Piece,8144,0.21619899652233932
Lot,7058,0.18736892404895272
Box,5701,0.15134460697124957
Bottle,3397,0.09018025432052881
Unit,2963,0.07865884414239827
Vial,1767,0.0469085985823887
Pack,1665,0.044200801720247415
Set,1343,0.03565265868486023
Lump Sum,1119,0.02970612439937349
Ampule,804,0.021343810560407763
