value,count,share_within_cluster
Metro Manila,24882,0.27859638122536723
Cebu,3152,0.03529201003224651
Iloilo,2981,0.03337737370118237
Pampanga,2296,0.0257076316732354
Leyte,2272,0.025438910784664995
Davao Del Sur,2158,0.02416248656395557
Batangas,2131,0.023860175564313867
Misamis Oriental,2124,0.02378179863848083
La Union,1886,0.02111698316015765
Nueva Ecija,1867,0.02090424579003941
